,D614G_IC50,BA1_IC50,BA2_IC50,BA3_IC50,SARS_IC50,BA1_1_IC50,BA2_12_1_IC50,BA2_75_IC50,BA5_IC50,BF7_IC50,BA2_13_IC50,BQ1_1_IC50,XBB_IC50,XBB1_5_IC50,XBB1_5_10_IC50,BA5_ELISA_compete_level,paper_reactivity,source,group
GC2047,10,0.000825,10,NA,10,NA,NA,0.004089,10,0.001141,NA,0.00311,0.00502,0.00933,NA,0.759142178,specific,BA.2 convalescents reinfection,D4
GC2048,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.01378579,cross,BA.2 convalescents reinfection,E2.2
GC2049,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.373493428,cross,BA.2 convalescents reinfection,E2.2
GC2051,10,0.0416,0.0331,NA,NA,NA,NA,0.09705,10,10,NA,10,10,10,10,0.017851389,cross,BA.2 convalescents reinfection,E2.2
GC2052,0.352,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.380055979,cross,BA.1 convalescents reinfection,F1
GC2053,0.0282,0.243,0.24,NA,NA,NA,NA,0.06703,10,10,NA,10,10,10,10,0.414838162,cross,BA.2 convalescents reinfection,E1/E2.1
GC2054,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.560781372,cross,BA.1 convalescents reinfection,F1
GC2056,0.114,0.038,0.0416,NA,NA,NA,NA,0.1541,10,10,NA,10,10,10,10,0.720814862,cross,BA.1 convalescents reinfection,F1
GC2057,1.04,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.86489827,cross,BA.1 convalescents reinfection,F1
GC2058,10,10,10,NA,10,NA,NA,0.0002238,0.014,0.002697,NA,0.00551,0.0235,0.0136,0.2649,0.577689243,specific,BA.2 convalescents reinfection,C/D1
GC2059,1.04,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.864672239,cross,BA.1 convalescents reinfection,F1
SN0004,0.0154,0.0895,0.834,0.5279,0.01611,0.1053,0.6214,0.304,0.574,NA,0.7852,0.692,0.916,1.59,NA,0.670335945,cross,BA.1 convalescents,F1
SN0023,0.00447,0.00441,0.00544,0.003209,10,0.007215,0.003511,0.2689,0.00721,NA,0.005472,0.824,1.27,1.44,NA,--,cross,BA.1 convalescents,A1
SN0096,0.184,0.0498,0.0406,0.0515,10,0.06689,0.06776,0.042,0.362,NA,0.06234,1.45,0.663,0.667,NA,--,cross,BA.1 convalescents,E2.2
SN0140,2.17,9.71,1.72,2.5284,10,1.7351,1.654,1.85,1.81,NA,1.7027,1.51,1.5,1.13,NA,--,cross,BA.1 convalescents,E2.2
SN0150,10,0.689,0.592,0.6931,10,0.3512,0.661,0.424,0.658,NA,0.6318,1.47,1.36,2.67,NA,--,cross,BA.1 convalescents,E2.2
SN0154,1.67,0.716,0.846,0.8941,10,0.6101,0.939,0.755,0.725,NA,0.6665,0.56,1.92,3.02,NA,--,cross,BA.1 convalescents,E3
SN0209,1.2,0.641,1.17,0.8198,0.2438,0.8787,0.7314,0.586,0.911,NA,0.8683,0.634,1.65,3.5,NA,--,cross,BA.1 convalescents,E3
SN0213,1.56,0.776,1.12,1.0935,0.3522,0.8593,0.5283,0.948,0.8,NA,0.8072,0.637,1.69,0.954,NA,--,cross,BA.1 convalescents,E3
SN0459,0.0199,0.00829,0.00325,0.003805,10,0.008362,0.003393,0.1726,0.00232,NA,0.00268,0.378,0.163,0.316,NA,--,cross,BA.1 convalescents,A1
SN0827,7.92,10,0.0153,0.000268,10,5e-04,0.01782,0.0009236,0.0194,NA,0.0148,1.31,0.136,0.268,NA,--,specific,BA.1 convalescents,D3
SN0927,0.0736,0.237,1.62,NA,NA,NA,NA,1.18,1.96,NA,NA,1.89,1.57,1.73,NA,0.82885815,cross,BA.1 convalescents,F1
SN0942,0.0355,0.0594,0.0262,0.02459,10,NA,0.03348,0.0394,0.036,NA,NA,1.12,1.66,0.809,NA,0.762845649,cross,BA.1 convalescents,C/D1
SN0943,0.011,0.0693,0.0575,0.0576,10,NA,0.08766,0.0541,0.0406,NA,NA,1.6,0.844,0.384,NA,0.174700408,cross,BA.1 convalescents,E1/E2.1
SN0962,0.232,0.328,0.817,1.0087,10,NA,2.2091,1.67,0.932,NA,NA,1.34,1.34,0.579,NA,0.088901069,cross,BA.1 convalescents,E3
SN0971,3.6,1.03,2.18,1.5272,10,NA,1.713,2.05,1.09,NA,NA,0.752,1.27,0.615,NA,0,cross,BA.1 convalescents,E3
SN1000,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,10,0.0515,0.0412,NA,0.889718008,specific,BA.1 convalescents,D3
SN1007,10,0.00491,NA,NA,10,NA,NA,NA,NA,NA,NA,0.0135,0.0399,0.0169,NA,0.557387445,specific,BA.1 convalescents,D4
SN1011,10,0.0911,NA,NA,10,NA,NA,NA,NA,NA,NA,0.293,0.628,0.292,NA,0.476979093,specific,BA.1 convalescents,F3
SN1021,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,0.00214,0.0754,0.113,NA,0.661366682,specific,BA.1 convalescents,C/D1
SN1047,10,0.0146,NA,NA,10,NA,NA,NA,NA,NA,NA,0.0103,0.00522,0.0116,NA,0.863958084,specific,BA.1 convalescents,F3
SN1104,10,0.000678,NA,NA,10,NA,NA,NA,NA,NA,NA,0.724,0.43,0.973,NA,0.1881902,specific,BA.1 convalescents,F3
SN1138,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,0.0118,0.637,0.829,NA,0.617299287,specific,BA.1 convalescents,D4
SN1180,1.9,0.000717,0.0013,NA,10,NA,0.0008643,0.00161,0.000938,NA,NA,1.98,1.82,1.68,NA,0.77963409,specific,BA.2 convalescents,D3
SN1183,10,1.83,0.25,NA,10,NA,0.2882,0.91,0.228,NA,NA,0.943,1.17,0.648,NA,0,specific,BA.2 convalescents,F1
SN1192,9.84,0.544,0.49,NA,10,NA,0.2149,0.167,0.108,NA,NA,0.539,1.94,1.53,NA,0.449424788,specific,BA.2 convalescents,D3
SN1198,10,0.0116,0.00442,NA,10,NA,0.003755,0.00609,0.00359,NA,NA,0.0197,0.0827,0.0712,10,0.720785441,specific,BA.2 convalescents,A1
SN1238,10,10,0.000828,NA,10,NA,0.001241,0.00134,0.00202,NA,NA,0.00125,0.00424,0.00433,0.008882,0.72028774,specific,BA.2 convalescents,A2
SN1247,0.0279,0.00576,0.00337,NA,10,NA,0.00296,0.00335,0.00226,NA,NA,0.00543,0.00715,0.00714,NA,0.785321661,cross,BA.2 convalescents,D4
SN1259,0.0156,0.106,0.0096,NA,10,NA,0.009129,0.00512,0.00705,NA,NA,0.00507,0.00673,0.00981,NA,0.839737718,cross,BA.2 convalescents,D4
SN1267,0.00194,0.0107,0.00169,NA,10,NA,0.004439,0.00477,0.0022,NA,NA,0.005,0.00725,0.0147,NA,0.778473691,cross,BA.2 convalescents,D4
SN1269,0.0281,0.108,0.0887,NA,10,NA,0.09116,0.114,0.091,NA,NA,1.16,0.197,0.11,NA,0,cross,BA.2 convalescents,E1/E2.1
SN1288,0.00571,0.751,0.0376,NA,10,NA,0.03113,0.0442,0.0325,NA,NA,0.126,0.0921,0.0957,NA,0.141708324,cross,BA.2 convalescents,D4
SN1289,0.0605,0.014,0.0084,NA,10,NA,0.01289,0.011,0.0137,NA,NA,0.0167,0.0164,0.00846,NA,0.680819367,cross,BA.2 convalescents,D4
SN1292,0.193,0.193,0.151,NA,NA,NA,0.2588,0.617,0.196,NA,NA,1.72,1.65,0.678,NA,0,cross,BA.2 convalescents,E3
SN1302,0.00572,0.00217,0.00273,NA,10,NA,0.003395,0.00402,0.00205,NA,NA,0.00213,0.0181,0.0107,0.008232,0.739619901,cross,BA.2 convalescents,A1
SN1331,1.75,10,1.14,NA,NA,NA,1.6551,1.96,1.44,NA,NA,1.96,0.82,1.44,NA,0,cross,BA.2 convalescents,F1
SN1341,0.253,1.17,0.227,NA,10,NA,0.207,0.291,0.272,NA,NA,0.459,0.638,0.579,NA,0,cross,BA.2 convalescents,E2.2
SN1343,10,0.24,0.738,NA,NA,NA,0.7595,1.63,0.366,NA,NA,0.42,0.49,0.596,NA,0.153595876,cross,BA.2 convalescents,E3
SN1354,6.96,0.00565,0.000691,NA,10,NA,NA,0.0513,0.00202,NA,NA,0.452,0.628,0.271,NA,0.828498434,specific,BA.2 convalescents,A1
SN1360,10,10,0.00378,NA,10,NA,NA,0.00997,0.00888,NA,NA,0.0638,0.0358,0.0206,NA,0.882953036,specific,BA.2 convalescents,F3
SN1367,10,0.00384,0.000632,NA,10,NA,NA,0.000284,10,NA,NA,0.00257,0.00453,0.00324,NA,0.789613924,specific,BA.2 convalescents,D4
SN1370,10,0.000503,10,NA,10,NA,NA,0.000181,0.00114,NA,NA,0.0229,0.0557,0.0317,NA,0.71449794,specific,BA.2 convalescents,D4
SN1373,10,0.00227,0.000845,NA,10,NA,NA,0.000122,10,NA,NA,0.00209,0.00331,0.00613,NA,0.766913064,specific,BA.2 convalescents,D4
SN1378,10,10,0.0166,NA,10,NA,NA,0.0328,0.0178,NA,NA,0.0252,0.103,0.202,NA,0.51224879,specific,BA.2 convalescents,F3
SN1379,10,0.00555,0.003,NA,10,NA,NA,0.00575,0.00736,NA,NA,0.00786,0.0291,0.0157,10,0.904584626,specific,BA.2 convalescents,A2
SN1402,1.19,0.541,0.608,NA,10,NA,0.8818,0.416,0.492,NA,NA,0.528,1.15,1.25,NA,0.193364743,cross,BA.2 convalescents,E3
SN1405,0.913,0.412,0.52,NA,10,NA,0.5495,0.532,0.788,NA,NA,0.528,0.81,0.346,NA,0.272140418,cross,BA.2 convalescents,E3
SN1407,0.44,0.155,0.119,NA,10,NA,0.1202,0.07838,0.0909,NA,NA,0.786,0.388,0.245,NA,0,cross,BA.2 convalescents,E3
SN1432,1.15,0.556,0.423,NA,10,NA,0.2084,0.311,0.268,NA,NA,1.3,1.12,1.34,NA,0,cross,BA.2 convalescents,E2.2
SN1461,0.00411,0.00255,0.00165,NA,10,NA,0.00573,0.0167,0.00456,NA,NA,0.763,0.142,0.0648,10,0.8997477,cross,BA.2 convalescents,A1
SN1478,0.0108,0.162,0.211,NA,10,NA,NA,0.148,2.44,NA,NA,1.75,1.96,1.57,NA,0.554160572,cross,BA.2 convalescents,E1/E2.1
SN1533,10,0.513,0.357,NA,NA,NA,NA,0.663,0.562,NA,NA,0.58,0.585,0.795,NA,0,cross,BA.2 convalescents,E2.2
SN1560,1.06,1.48,0.608,NA,10,NA,NA,0.858,0.728,NA,NA,0.757,1.65,1.03,NA,0.640218468,cross,BA.2 convalescents,E3
SN1578,1.94,1.31,1.16,NA,10,NA,NA,0.481,0.591,NA,NA,0.878,0.889,0.746,NA,0.103436635,cross,BA.2 convalescents,E3
SN1593,2.04,2.99,2.03,NA,10,NA,NA,0.351,0.568,NA,NA,0.868,1.42,1.39,NA,0.539228296,cross,BA.2 convalescents,E3
SN1595,1.6,1.07,1.11,NA,10,NA,NA,0.5,0.918,NA,NA,0.978,0.8,0.496,NA,0.236704602,cross,BA.2 convalescents,E3
SN1600,0.939,0.839,0.943,NA,NA,NA,NA,0.576,0.35,NA,NA,1.08,0.791,0.6,NA,0.085586739,cross,BA.2 convalescents,E3
SN1613,10,0.565,0.636,NA,10,NA,NA,0.908,0.93,NA,NA,0.754,0.715,0.328,NA,0.72270364,cross,BA.2 convalescents,E3
SN1772,0.366,0.089,0.0399,NA,10,NA,NA,0.0805,0.464,NA,NA,1.28,1.08,1.07,NA,0.041831032,cross,BA.2 convalescents,E2.2
SN1783,2.65,0.702,0.717,NA,10,NA,NA,1.07,2.51,NA,NA,1.24,1.18,2.68,NA,0,cross,BA.2 convalescents,E2.2
SN1807,0.303,0.0734,0.0579,NA,10,NA,NA,0.0571,1.8,NA,NA,1.62,1.41,0.632,NA,0,cross,BA.2 convalescents,E2.2
SN1851,0.00813,0.00119,0.0017,NA,10,NA,NA,0.00266,0.00178,NA,NA,0.00517,0.0194,0.0145,0.1552,0.873339629,cross,BA.2 convalescents,A1
SN1854,0.00375,0.00108,0.00296,NA,10,NA,NA,0.0023,0.00133,NA,NA,0.00221,0.00891,0.00886,0.005237,0.90387421,cross,BA.2 convalescents,A1
SN1867,0.0907,0.055,6.48,NA,NA,NA,NA,2.47,0.188,NA,NA,0.238,0.179,0.385,NA,0.863914622,cross,BA.2 convalescents,F1
SN1884,0.103,NA,0.407,NA,NA,NA,NA,0.575,0.318,NA,NA,0.665,0.473,1.06,NA,0.726595079,cross,BA.2 convalescents,F1
SN1926,0.085,0.0354,0.0476,NA,10,NA,NA,0.0383,0.0208,NA,NA,0.105,0.124,0.236,NA,0.740049921,cross,BA.2 convalescents,A1
SN1932,0.002,0.188,0.148,NA,10,NA,NA,0.0675,0.0509,NA,NA,0.179,0.25,0.222,NA,0.648825851,cross,BA.2 convalescents,A1
